schoolid	year	term	time	covid	after_covid	single_gender_sch	area_code	grade	male	female	pupil_teacher_ratio	dropout_rate	asp_enrollment	asp_participant	budget_revenue	settlement_revenue	budget_expense	settlement_expense	ppexp	korean_mean	korean_sd	math_mean	math_sd	english_mean	english_sd	schooltype	private	enrollment	zipcode	latitude	longitude	term_num	house_price	library	pop	library_per	divorce	priv_academy	fiscal_auto	fiscal_indep
S010000493	2022	fall	8	1	6	2	20	2	0	173	11	4	0	0	781953000	3170364171	781953000	2533526310	4243763	66	21	51	25	57	29	0	0	173	7341	37.52288819	126.9350894	2	1485.49	6	376216	1.59	1.3	1.3	51	37.3
S010005261	2022	fall	8	1	6	0	20	2	103	77	10	2	0	0	831307000	2555725222	831307000	2472866877	4293172	61	24	61	23	58	26	0	0	180	7209	37.5339205	126.8948722	2	1485.49	6	376216	1.59	1.3	1.3	51	37.3
S010000501	2022	fall	8	1	6	0	20	2	108	84	13	3	6	6	827857000	2647524397	827857000	2478759007	4030503	65	27	47	23	45	28	0	0	192	7436	37.49748	126.90952	2	1485.49	6	376216	1.59	1.3	1.3	51	37.3
S010005261	2023	spring	9	1	7	0	20	2	101	69	11	1	15	15	786242000	2635178952	786242000	2594276413	4657588	71	20	60	18	66	21	0	0	170	7209	37.5339205	126.8948722	1	1387.71	6	376614	1.59	1.3	1.3	50.2	37.4
S010000410	2023	spring	9	1	7	0	20	2	171	81	12	2	18	18	921000000	3412479088	921000000	3207181960	4225536	72	20	59	21	56	23	0	0	252	7397	37.5031524	126.9059783	1	1387.71	6	376614	1.59	1.3	1.3	50.2	37.4
S010000390	2023	spring	9	1	7	0	20	2	138	107	13	2	105	94	903670000	3547950385	903670000	3511624476	4810445	73	21	59	26	58	21	0	0	245	7278	37.52179202	126.8829228	1	1387.71	6	376614	1.59	1.3	1.3	50.2	37.4
S010000526	2023	spring	9	1	7	1	20	2	136	0	12	1	431	409	5300054000	6632841679	5300054000	6616180333	12413096	64	18	64	19	66	20	0	1	136	7316	37.5133437	126.9162309	1	1387.71	6	376614	1.59	1.3	1.3	50.2	37.4
S010000498	2023	spring	9	1	7	2	20	2	0	155	10	1	6	6	811840000	2610533089	811840000	2576741398	5937192	69	16	69	14	64	19	0	0	155	7310	37.51539016	126.9153554	1	1387.71	6	376614	1.59	1.3	1.3	50.2	37.4
S010000493	2023	spring	9	1	7	2	20	2	0	174	11	4	0	0	768960000	3444398354	768960000	3406181560	6050056	73	13	71	16	70	20	0	0	174	7341	37.52288819	126.9350894	1	1387.71	6	376614	1.59	1.3	1.3	50.2	37.4
S010000501	2023	spring	9	1	7	0	20	2	112	106	13	2	10	10	879861000	3362850959	879861000	2946211815	4767333	65	26	54	25	60	26	0	0	218	7436	37.49748	126.90952	1	1387.71	6	376614	1.59	1.3	1.3	50.2	37.4
S010000492	2023	spring	9	1	7	1	20	2	267	0	11	3	39	39	923405000	4427533584	923405000	4397319212	5718231	69	19	57	23	62	23	0	0	267	7338	37.52505011	126.9342187	1	1387.71	6	376614	1.59	1.3	1.3	50.2	37.4
S010000530	2019	spring	1	0	0	0	21	2	45	98	11	6	33	32	2202609000	3680785821	2202609000	3605896583	8048877	58	27	42	25	53	26	0	0	125	4426	37.51768112	126.9756393	1	1264.03	4	229168	1.75	1.7	0.7	55.5	39.2
S010000472	2019	spring	1	0	0	2	21	2	0	161	10	2	259	169	5240519000	7388813130	5240519000	7328857498	12235154	76	15	57	23	70	19	0	1	166	4361	37.53436661	126.9537277	1	1264.03	4	229168	1.75	1.7	0.7	55.5	39.2
S010000509	2019	spring	1	0	0	1	21	2	176	0	12	2	723	331	4608531000	8256702186	4608531000	8197790886	14432730	57	21	48	18	59	15	0	1	144	4396	37.5234642	126.9995728	1	1264.03	4	229168	1.75	1.7	0.7	55.5	39.2
S010000447	2019	spring	1	0	0	2	21	2	0	173	13	1	431	208	4133352000	7048748780	4133352000	6980540641	12784873	67	25	52	20	60	26	0	1	124	4338	37.54307938	126.9842835	1	1264.03	4	229168	1.75	1.7	0.7	55.5	39.2
S010000483	2019	spring	1	0	0	2	21	2	0	102	10	1	131	92	4736618000	5479816767	4736618000	5380738827	17357222	69	16	65	16	61	21	0	1	93	4313	37.54290009	126.9694519	1	1264.03	4	229168	1.75	1.7	0.7	55.5	39.2
S010000511	2019	spring	1	0	0	1	21	2	358	0	13	2	378	378	2408607000	5125846520	2408607000	4626822159	4217705	61	25	50	24	58	26	0	0	241	4353	37.54586411	126.9803314	1	1264.03	4	229168	1.75	1.7	0.7	55.5	39.2
S010000442	2019	spring	1	0	0	1	21	2	107	0	8	1	651	231	6164443000	7842248791	6164443000	7657974592	19635832	63	23	57	19	50	26	0	1	127	4305	37.55031204	126.9642716	1	1264.03	4	229168	1.75	1.7	0.7	55.5	39.2
S010000483	2019	fall	2	0	0	2	21	2	0	102	10	1	131	92	4736618000	5479816767	4736618000	5380738827	17357222	68	21	66	19	59	24	0	1	93	4313	37.54290009	126.9694519	2	1288.65	4	228830	1.75	1.7	0.7	55.5	39.2
S010000509	2019	fall	2	0	0	1	21	2	176	0	12	2	723	331	4608531000	8256702186	4608531000	8197790886	14432730	54	19	46	16	58	15	0	1	144	4396	37.5234642	126.9995728	2	1288.65	4	228830	1.75	1.7	0.7	55.5	39.2
S010000447	2019	fall	2	0	0	2	21	2	0	173	13	1	431	208	4133352000	7048748780	4133352000	6980540641	12784873	67	22	56	23	53	29	0	1	124	4338	37.54307938	126.9842835	2	1288.65	4	228830	1.75	1.7	0.7	55.5	39.2
S010000472	2019	fall	2	0	0	2	21	2	0	161	10	2	259	169	5240519000	7388813130	5240519000	7328857498	12235154	74	15	53	22	67	19	0	1	166	4361	37.53436661	126.9537277	2	1288.65	4	228830	1.75	1.7	0.7	55.5	39.2
S010000442	2019	fall	2	0	0	1	21	2	107	0	8	1	651	231	6164443000	7842248791	6164443000	7657974592	19635832	67	20	58	17	50	28	0	1	127	4305	37.55031204	126.9642716	2	1288.65	4	228830	1.75	1.7	0.7	55.5	39.2
S010000511	2019	fall	2	0	0	1	21	2	358	0	13	2	378	378	2408607000	5125846520	2408607000	4626822159	4217705	55	23	52	27	53	26	0	0	241	4353	37.54586411	126.9803314	2	1288.65	4	228830	1.75	1.7	0.7	55.5	39.2
S010000530	2019	fall	2	0	0	0	21	2	45	98	11	6	33	32	2202609000	3680785821	2202609000	3605896583	8048877	51	27	38	25	50	28	0	0	125	4426	37.51768112	126.9756393	2	1288.65	4	228830	1.75	1.7	0.7	55.5	39.2
S010000511	2020	spring	3	1	1	1	21	2	332	0	13	2	95	95	1917194000	4993414432	1917194000	4888975237	4864652	64	22	56	20	52	27	0	0	241	4353	37.54586411	126.9803314	1	1379.75	4	229579	1.74	1.6	0.7	54.6	39.3
S010000442	2020	spring	3	1	1	1	21	2	127	0	8	2	709	139	5709115000	7332562380	5709115000	7184984641	19471504	64	19	58	17	61	27	0	1	127	4305	37.55031204	126.9642716	1	1379.75	4	229579	1.74	1.6	0.7	54.6	39.3
S010000509	2020	spring	3	1	1	1	21	2	181	0	12	1	296	296	5397130000	7115556732	5397130000	7032112134	13243149	51	25	45	23	56	22	0	1	144	4396	37.5234642	126.9995728	1	1379.75	4	229579	1.74	1.6	0.7	54.6	39.3
S010000530	2020	spring	3	1	1	0	21	2	43	100	10	10	104	86	1097767000	4378707878	1097767000	3662764458	8804722	58	23	51	26	52	28	0	0	125	4426	37.51768112	126.9756393	1	1379.75	4	229579	1.74	1.6	0.7	54.6	39.3
S010000472	2020	spring	3	1	1	2	21	2	0	185	9	1	0	0	5298012000	6836553767	5298012000	6778379116	12765309	57	18	54	23	67	21	0	1	166	4361	37.53436661	126.9537277	1	1379.75	4	229579	1.74	1.6	0.7	54.6	39.3
S010000447	2020	spring	3	1	1	2	21	2	0	166	10	1	0	0	4332180000	6607778910	4332180000	6474523038	13432620	79	18	61	22	54	26	0	1	124	4338	37.54307938	126.9842835	1	1379.75	4	229579	1.74	1.6	0.7	54.6	39.3
S010000483	2020	spring	3	1	1	2	21	2	0	87	9	3	0	0	4741251000	5458368912	4741251000	5358322049	19205456	72	20	61	19	58	23	0	1	93	4313	37.54290009	126.9694519	1	1379.75	4	229579	1.74	1.6	0.7	54.6	39.3
S010000447	2020	fall	4	1	2	2	21	2	0	166	10	1	0	0	4332180000	6607778910	4332180000	6474523038	13432620	79	18	81	22	54	26	0	1	124	4338	37.54307938	126.9842835	2	1454.32	4	229786	1.74	1.6	0.7	54.6	39.3
S010000472	2020	fall	4	1	2	2	21	2	0	185	9	1	0	0	5298012000	6836553767	5298012000	6778379116	12765309	62	19	50	20	63	21	0	1	166	4361	37.53436661	126.9537277	2	1454.32	4	229786	1.74	1.6	0.7	54.6	39.3
S010000442	2020	fall	4	1	2	1	21	2	127	0	8	2	709	139	5709115000	7332562380	5709115000	7184984641	19471504	64	19	57	16	61	27	0	1	127	4305	37.55031204	126.9642716	2	1454.32	4	229786	1.74	1.6	0.7	54.6	39.3
S010000483	2020	fall	4	1	2	2	21	2	0	87	9	3	0	0	4741251000	5458368912	4741251000	5358322049	19205456	64	20	61	20	59	22	0	1	93	4313	37.54290009	126.9694519	2	1454.32	4	229786	1.74	1.6	0.7	54.6	39.3
S010000509	2020	fall	4	1	2	1	21	2	181	0	12	1	296	296	5397130000	7115556732	5397130000	7032112134	13243149	63	20	44	23	50	22	0	1	144	4396	37.5234642	126.9995728	2	1454.32	4	229786	1.74	1.6	0.7	54.6	39.3
S010000511	2020	fall	4	1	2	1	21	2	332	0	13	2	95	95	1917194000	4993414432	1917194000	4888975237	4864652	55	23	54	23	50	27	0	0	241	4353	37.54586411	126.9803314	2	1454.32	4	229786	1.74	1.6	0.7	54.6	39.3
S010000530	2020	fall	4	1	2	0	21	2	43	100	10	10	104	86	1097767000	4378707878	1097767000	3662764458	8804722	54	22	38	30	46	28	0	0	125	4426	37.51768112	126.9756393	2	1454.32	4	229786	1.74	1.6	0.7	54.6	39.3
S010000530	2021	spring	5	1	3	0	21	2	62	78	10	1	11	11	1097767000	4378707878	1097767000	3662764458	8804722	60	24	44	22	53	28	0	0	140	4426	37.51768112	126.9756393	1	1555.52	4	229013	1.75	1.6	0.6	57.9	41.7
S010000447	2021	spring	5	1	3	2	21	2	0	145	10	5	98	75	4332180000	6607778910	4332180000	6474523038	13432620	70	18	55	17	60	22	0	1	145	4338	37.54307938	126.9842835	1	1555.52	4	229013	1.75	1.6	0.6	57.9	41.7
S010000483	2021	spring	5	1	3	2	21	2	0	93	8	2	10	10	4741251000	5458368912	4741251000	5358322049	19205456	69	20	51	21	59	24	0	1	93	4313	37.54290009	126.9694519	1	1555.52	4	229013	1.75	1.6	0.6	57.9	41.7
S010000511	2021	spring	5	1	3	1	21	2	300	0	12	1	46	43	1917194000	4993414432	1917194000	4888975237	4864652	68	23	58	22	52	23	0	0	300	4353	37.54586411	126.9803314	1	1555.52	4	229013	1.75	1.6	0.6	57.9	41.7
S010000509	2021	spring	5	1	3	1	21	2	179	0	11	1	391	215	5397130000	7115556732	5397130000	7032112134	13243149	57	22	49	21	60	19	0	1	179	4396	37.5234642	126.9995728	1	1555.52	4	229013	1.75	1.6	0.6	57.9	41.7
S010000442	2021	spring	5	1	3	1	21	2	127	0	9	1	389	132	5709115000	7332562380	5709115000	7184984641	19471504	66	15	63	19	58	24	0	1	127	4305	37.55031204	126.9642716	1	1555.52	4	229013	1.75	1.6	0.6	57.9	41.7
S010000472	2021	spring	5	1	3	2	21	2	0	166	8	0	54	36	5298012000	6836553767	5298012000	6778379116	12765309	57	20	52	20	60	20	0	1	166	4361	37.53436661	126.9537277	1	1555.52	4	229013	1.75	1.6	0.6	57.9	41.7
S010000530	2021	fall	6	1	4	0	21	2	62	78	10	1	11	11	1097767000	4378707878	1097767000	3662764458	8804722	54	21	40	24	53	28	0	0	140	4426	37.5176813	126.9756393	2	1694.86	4	224145	1.78	1.6	0.6	57.9	41.7
S010000447	2021	fall	6	1	4	2	21	2	0	145	10	5	98	75	4332180000	6607778910	4332180000	6474523038	13432620	71	20	47	23	52	29	0	1	145	4338	37.54308019	126.9842851	2	1694.86	4	224145	1.78	1.6	0.6	57.9	41.7
S010000472	2021	fall	6	1	4	2	21	2	0	166	8	0	54	36	5298012000	6836553767	5298012000	6778379116	12765309	62	19	53	23	56	21	0	1	166	4361	37.5343665	126.9537281	2	1694.86	4	224145	1.78	1.6	0.6	57.9	41.7
S010000442	2021	fall	6	1	4	1	21	2	127	0	9	1	389	132	5709115000	7332562380	5709115000	7184984641	19471504	68	20	57	16	56	26	0	1	127	4305	37.550311	126.964274	2	1694.86	4	224145	1.78	1.6	0.6	57.9	41.7
S010000509	2021	fall	6	1	4	1	21	2	179	0	11	1	391	215	5397130000	7115556732	5397130000	7032112134	13243149	55	22	47	24	59	21	0	1	179	4396	37.523464	126.999574	2	1694.86	4	224145	1.78	1.6	0.6	57.9	41.7
S010000483	2021	fall	6	1	4	2	21	2	0	93	8	2	10	10	4741251000	5458368912	4741251000	5358322049	19205456	66	22	50	24	56	25	0	1	93	4313	37.54290069	126.9694483	2	1694.86	4	224145	1.78	1.6	0.6	57.9	41.7
S010000511	2021	fall	6	1	4	1	21	2	300	0	12	1	46	43	1917194000	4993414432	1917194000	4888975237	4864652	53	24	59	24	48	24	0	0	300	4353	37.54586549	126.9803285	2	1694.86	4	224145	1.78	1.6	0.6	57.9	41.7
S010000472	2022	spring	7	1	5	2	21	2	0	125	8	2	23	23	5178485000	8987263053	5178485000	7550172489	15010283	66	17	52	19	55	20	0	1	125	4361	37.5343665	126.9537281	1	1788.51	4	222169	1.8	1.4	0.7	58.7	41.9
S010000511	2022	spring	7	1	5	1	21	2	285	0	11	1	74	61	996796000	4093592555	996796000	3882594313	4170348	65	22	58	22	54	24	0	0	285	4353	37.54586549	126.9803285	1	1788.51	4	222169	1.8	1.4	0.7	58.7	41.9
S010000483	2022	spring	7	1	5	2	21	2	0	69	8	4	0	0	3917846000	5523444490	3917846000	4877665033	19990430	72	19	62	17	54	25	0	1	69	4313	37.54290069	126.9694483	1	1788.51	4	222169	1.8	1.4	0.7	58.7	41.9
S010000447	2022	spring	7	1	5	2	21	2	0	124	10	2	65	49	4382193000	6904038551	4382193000	6481262036	15214230	68	17	62	16	46	25	0	1	124	4338	37.54308019	126.9842851	1	1788.51	4	222169	1.8	1.4	0.7	58.7	41.9
S010000442	2022	spring	7	1	5	1	21	2	117	0	9	2	256	125	5141655000	7530314405	5141655000	7099954205	19137342	65	18	60	15	56	26	0	1	117	4305	37.550311	126.964274	1	1788.51	4	222169	1.8	1.4	0.7	58.7	41.9
S010000509	2022	spring	7	1	5	1	21	2	144	0	11	2	326	191	4605886000	7342212052	4605886000	7166811239	14305012	64	20	69	15	63	15	0	1	144	4396	37.523464	126.999574	1	1788.51	4	222169	1.8	1.4	0.7	58.7	41.9
S010000530	2022	spring	7	1	5	0	21	2	59	66	10	3	22	22	900555000	4274421120	900555000	3670762803	9154022	66	24	57	22	59	23	0	0	125	4426	37.5176813	126.9756393	1	1788.51	4	222169	1.8	1.4	0.7	58.7	41.9
S010000509	2022	fall	8	1	6	1	21	2	144	0	11	2	326	191	4605886000	7342212052	4605886000	7166811239	14305012	61	19	64	15	60	14	0	1	144	4396	37.523464	126.999574	2	1854.56	4	219275	1.82	1.4	0.7	58.7	41.9
S010000442	2022	fall	8	1	6	1	21	2	117	0	9	2	256	125	5141655000	7530314405	5141655000	7099954205	19137342	63	18	57	13	54	24	0	1	117	4305	37.550311	126.964274	2	1854.56	4	219275	1.82	1.4	0.7	58.7	41.9
S010000483	2022	fall	8	1	6	2	21	2	0	69	8	4	0	0	3917846000	5523444490	3917846000	4877665033	19990430	72	21	64	19	62	22	0	1	69	4313	37.54290069	126.9694483	2	1854.56	4	219275	1.82	1.4	0.7	58.7	41.9
S010000530	2022	fall	8	1	6	0	21	2	59	66	10	3	22	22	900555000	4274421120	900555000	3670762803	9154022	62	27	53	28	58	25	0	0	125	4426	37.5176813	126.9756393	2	1854.56	4	219275	1.82	1.4	0.7	58.7	41.9
S010000447	2022	fall	8	1	6	2	21	2	0	124	10	2	65	49	4382193000	6904038551	4382193000	6481262036	15214230	63	22	53	25	45	29	0	1	124	4338	37.54308019	126.9842851	2	1854.56	4	219275	1.82	1.4	0.7	58.7	41.9
S010000511	2022	fall	8	1	6	1	21	2	285	0	11	1	74	61	996796000	4093592555	996796000	3882594313	4170348	61	22	54	24	48	23	0	0	285	4353	37.54586549	126.9803285	2	1854.56	4	219275	1.82	1.4	0.7	58.7	41.9
S010000472	2022	fall	8	1	6	2	21	2	0	125	8	2	23	23	5178485000	8987263053	5178485000	7550172489	15010283	61	23	54	24	52	20	0	1	125	4361	37.5343665	126.9537281	2	1854.56	4	219275	1.82	1.4	0.7	58.7	41.9
S010000511	2023	spring	9	1	7	1	21	2	241	0	11	1	35	35	1133231000	4010350977	1133231000	3965400542	4737635	68	18	60	19	53	21	0	0	241	4353	37.54586549	126.9803285	1	2006.06	4	217756	1.84	1.4	0.7	57.5	41.7
S010000530	2023	spring	9	1	7	0	21	2	56	63	8	5	22	22	789816000	4002542591	789816000	3959784159	10232000	66	20	55	20	59	23	0	0	119	4426	37.5176813	126.9756393	1	2006.06	4	217756	1.84	1.4	0.7	57.5	41.7
S010000509	2023	spring	9	1	7	1	21	2	135	0	10	3	181	113	5032830000	7991878294	5032830000	7979806730	17693584	74	14	67	16	73	13	0	1	135	4396	37.523464	126.999574	1	2006.06	4	217756	1.84	1.4	0.7	57.5	41.7
S010000442	2023	spring	9	1	7	1	21	2	112	0	9	2	299	132	5054360000	6910553699	5054360000	6847533032	19564380	71	18	59	16	60	23	0	1	112	4305	37.550311	126.964274	1	2006.06	4	217756	1.84	1.4	0.7	57.5	41.7
S010000483	2023	spring	9	1	7	2	21	2	0	76	7	9	60	36	3467293000	6192557794	3467293000	6146186783	24984500	67	16	59	16	56	24	0	1	76	4313	37.54290069	126.9694483	1	2006.06	4	217756	1.84	1.4	0.7	57.5	41.7
S010000447	2023	spring	9	1	7	2	21	2	0	124	8	2	56	56	4433677000	7874653405	4433677000	7713786380	19479258	64	18	62	18	56	23	0	1	124	4338	37.54308019	126.9842851	1	2006.06	4	217756	1.84	1.4	0.7	57.5	41.7
S010000472	2023	spring	9	1	7	2	21	2	0	133	8	8	0	0	5043219000	8164179717	5043219000	8076524058	18566722	74	16	64	21	74	17	0	1	133	4361	37.5343665	126.9537281	1	2006.06	4	217756	1.84	1.4	0.7	57.5	41.7
S010005583	2019	spring	1	0	0	0	22	2	74	91	11	5	110	90	795218000	2494426127	795218000	2386692741	4444493	54	27	39	25	57	24	0	0	146	3429	37.60921097	126.906044	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010000466	2019	spring	1	0	0	2	22	2	0	232	12	5	419	271	7328000000	9666914806	7328000000	9600729784	13009119	68	16	59	22	73	17	0	1	241	3322	37.61914063	126.9128723	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010000546	2019	spring	1	0	0	1	22	2	337	0	14	2	727	365	7796976000	15969671375	7796976000	14732749242	13768924	58	21	53	21	69	18	0	1	353	3481	37.58481216	126.9212952	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010000506	2019	spring	1	0	0	2	22	2	0	334	14	2	733	508	6716080000	10773014146	6716080000	10724088574	10821482	76	14	54	17	69	18	0	1	228	3412	37.61081314	126.9153442	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010000422	2019	spring	1	0	0	2	22	2	0	335	16	3	635	353	8478229000	10682173669	8478229000	10568721452	9564454	73	20	55	20	62	25	0	1	268	3390	37.61447906	126.9250183	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010005616	2019	spring	1	0	0	0	22	2	103	103	10	1	1763	617	13596282000	13902196729	13596282000	13877630676	22492108	93	3	78	7	81	9	1	1	203	3305	37.64163589	126.9369278	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010005525	2019	spring	1	0	0	0	22	2	125	118	12	6	34	34	810192000	2951285593	810192000	2854341089	3697333	72	20	57	26	65	22	0	0	247	3302	37.64360809	126.9244309	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010000481	2019	spring	1	0	0	1	22	2	339	0	15	3	801	429	9065915000	16636459306	9065915000	16613926657	15035228	75	22	67	21	68	26	0	1	341	3445	37.59287262	126.9024048	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010000467	2019	spring	1	0	0	0	22	2	182	185	15	3	1029	578	12021324000	13341656426	12021324000	13307068185	11363850	74	16	72	13	67	24	0	1	359	3327	37.61870575	126.9090347	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010000408	2019	spring	1	0	0	1	22	2	260	0	15	0	1923	420	8133143000	8828009396	8133143000	7949816979	9085505	88	9	66	18	83	11	0	1	268	3322	37.62316895	126.9093628	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010005530	2019	spring	1	0	0	0	22	2	98	97	12	4	49	47	1650702000	2790631268	1650702000	2712367250	4396057	68	26	47	26	62	29	0	0	202	3312	37.62938309	126.9184494	1	621.54	8	484274	1.65	1.9	1.1	40.8	17.5
S010005616	2019	fall	2	0	0	0	22	2	103	103	10	1	1763	617	13596282000	13902196729	13596282000	13877630676	22492108	91	5	81	9	77	10	1	1	203	3305	37.64163589	126.9369278	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010000422	2019	fall	2	0	0	2	22	2	0	335	16	3	635	353	8478229000	10682173669	8478229000	10568721452	9564454	66	22	51	22	55	26	0	1	268	3390	37.61447906	126.9250183	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010005583	2019	fall	2	0	0	0	22	2	74	91	11	5	110	90	795218000	2494426127	795218000	2386692741	4444493	50	27	39	27	55	26	0	0	146	3429	37.60921097	126.906044	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010000466	2019	fall	2	0	0	2	22	2	0	232	12	5	419	271	7328000000	9666914806	7328000000	9600729784	13009119	61	18	55	24	72	19	0	1	241	3322	37.61914063	126.9128723	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010005530	2019	fall	2	0	0	0	22	2	98	97	12	4	49	47	1650702000	2790631268	1650702000	2712367250	4396057	60	25	46	26	56	31	0	0	202	3312	37.62938309	126.9184494	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010000506	2019	fall	2	0	0	2	22	2	0	334	14	2	733	508	6716080000	10773014146	6716080000	10724088574	10821482	77	14	59	21	66	16	0	1	228	3412	37.61081314	126.9153442	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010000408	2019	fall	2	0	0	1	22	2	260	0	15	0	1923	420	8133143000	8828009396	8133143000	7949816979	9085505	84	11	76	14	81	12	0	1	268	3322	37.62316895	126.9093628	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010000546	2019	fall	2	0	0	1	22	2	337	0	14	2	727	365	7796976000	15969671375	7796976000	14732749242	13768924	63	23	50	22	70	22	0	1	353	3481	37.58481216	126.9212952	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010005525	2019	fall	2	0	0	0	22	2	125	118	12	6	34	34	810192000	2951285593	810192000	2854341089	3697333	65	20	51	28	63	24	0	0	247	3302	37.64360809	126.9244309	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010000481	2019	fall	2	0	0	1	22	2	339	0	15	3	801	429	9065915000	16636459306	9065915000	16613926657	15035228	54	28	45	28	47	28	0	1	341	3445	37.59287262	126.9024048	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010000467	2019	fall	2	0	0	0	22	2	182	185	15	3	1029	578	12021324000	13341656426	12021324000	13307068185	11363850	65	22	72	15	60	25	0	1	359	3327	37.61870575	126.9090347	2	639.17	8	481663	1.66	1.9	1.1	40.8	17.5
S010000506	2020	spring	3	1	1	2	22	2	0	307	13	1	0	0	6994914000	9087847062	6994914000	9019143538	9615292	77	14	62	16	64	18	0	1	228	3412	37.61081314	126.9153442	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010000408	2020	spring	3	1	1	1	22	2	292	0	14	3	0	0	7755129000	10200662407	7755129000	9611434342	11524502	87	10	83	10	84	11	0	1	268	3322	37.62316895	126.9093628	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010000467	2020	spring	3	1	1	0	22	2	187	195	14	2	0	0	12372266000	11211702074	12372266000	10971903297	9744142	71	21	70	13	59	26	0	1	359	3327	37.61870575	126.9090347	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010005525	2020	spring	3	1	1	0	22	2	149	133	13	2	0	0	877923000	3537820109	877923000	3308582812	4120278	66	24	55	24	62	26	0	0	247	3302	37.64360809	126.9244309	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010000546	2020	spring	3	1	1	1	22	2	375	0	14	1	211	177	7360476000	12354949807	7360476000	11972015948	11369436	65	20	48	26	68	20	0	1	353	3481	37.58481216	126.9212952	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010000466	2020	spring	3	1	1	2	22	2	0	256	12	2	0	0	8399000000	8279771567	8399000000	8105377183	11012741	66	20	47	23	59	23	0	1	241	3322	37.61914063	126.9128723	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010000422	2020	spring	3	1	1	2	22	2	0	347	15	1	0	0	7724838000	9514666986	7724838000	9216528843	8922100	62	18	49	19	52	24	0	1	268	3390	37.61447906	126.9250183	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010005616	2020	spring	3	1	1	0	22	2	100	103	10	1	0	0	14016527000	11014069673	14016527000	10988606985	17896754	88	8	72	15	80	13	1	1	203	3305	37.64163589	126.9369278	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010005583	2020	spring	3	1	1	0	22	2	83	89	10	2	0	0	825869000	2765497620	825869000	2641202194	5250899	55	31	43	20	50	28	0	0	146	3429	37.60921097	126.906044	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010000481	2020	spring	3	1	1	1	22	2	352	0	15	2	157	89	9263071000	10775836996	9263071000	10426355505	9836184	64	22	49	25	67	25	0	1	341	3445	37.59287262	126.9024048	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010005530	2020	spring	3	1	1	0	22	2	89	88	12	4	53	53	1340444000	3185234841	1340444000	3069690838	5292571	58	28	48	22	63	27	0	0	202	3312	37.62938309	126.9184494	1	688.04	8	478019	1.67	1.8	1.1	42.1	17.9
S010000408	2020	fall	4	1	2	1	22	2	292	0	14	3	0	0	7755129000	10200662407	7755129000	9611434342	11524502	71	10	50	20	51	27	0	1	268	3322	37.62316895	126.9093628	2	775.43	8	481546	1.66	1.8	1.1	42.1	17.9
S010005583	2020	fall	4	1	2	0	22	2	83	89	10	2	0	0	825869000	2765497620	825869000	2641202194	5250899	55	28	31	24	43	28	0	0	146	3429	37.60921097	126.906044	2	775.43	8	481546	1.66	1.8	1.1	42.1	17.9
S010000546	2020	fall	4	1	2	1	22	2	375	0	14	1	211	177	7360476000	12354949807	7360476000	11972015948	11369436	57	28	51	27	61	23	0	1	353	3481	37.58481216	126.9212952	2	775.43	8	481546	1.66	1.8	1.1	42.1	17.9
S010000466	2020	fall	4	1	2	2	22	2	0	256	12	2	0	0	8399000000	8279771567	8399000000	8105377183	11012741	65	19	48	29	47	27	0	1	241	3322	37.61914063	126.9128723	2	775.43	8	481546	1.66	1.8	1.1	42.1	17.9
S010000481	2020	fall	4	1	2	1	22	2	352	0	15	2	157	89	9263071000	10775836996	9263071000	10426355505	9836184	62	23	44	25	52	29	0	1	341	3445	37.59287262	126.9024048	2	775.43	8	481546	1.66	1.8	1.1	42.1	17.9
