schoolid	year	term	time	covid	after_covid	single_gender_sch	area_code	grade	male	female	pupil_teacher_ratio	dropout_rate	asp_enrollment	asp_participant	budget_revenue	settlement_revenue	budget_expense	settlement_expense	ppexp	korean_mean	korean_sd	math_mean	math_sd	english_mean	english_sd	schooltype	private	enrollment	zipcode	latitude	longitude	term_num	house_price	library	pop	library_per	divorce	priv_academy	fiscal_auto	fiscal_indep
S010000448	2022	spring	7	1	5	0	5	2	60	62	8	2	0	0	843914000	2263643122	843914000	2136805652	5886517	68	21	52	23	62	19	0	0	122	8815	37.46913853	126.9436684	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000403	2022	fall	8	1	6	1	5	2	196	0	11	1	163	217	6357808000	11243254664	6357808000	9706505610	15555298	73	19	64	20	47	27	0	1	196	8854	37.472357	126.924738	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000439	2022	fall	8	1	6	2	5	2	0	155	12	1	201	256	4361323000	7306326840	4361323000	6970965921	14054367	74	20	52	21	73	18	0	1	155	8821	37.466758	126.933272	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000519	2022	fall	8	1	6	0	5	2	61	71	9	5	27	27	840399000	3739075575	840399000	3278584042	7589315	68	25	47	27	54	27	0	0	132	8796	37.47230902	126.9704855	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000437	2022	fall	8	1	6	2	5	2	0	180	11	4	118	131	5861758000	7989927699	5861758000	7989566353	13798906	77	16	66	20	66	18	0	1	180	8833	37.473416	126.951081	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000484	2022	fall	8	1	6	0	5	2	52	107	11	1	11	11	779438000	3237249065	779438000	3043408995	6434269	57	23	51	29	61	20	0	0	159	8772	37.4783835	126.9166401	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000406	2022	fall	8	1	6	0	5	2	103	133	12	5	36	36	932918000	3927331192	932918000	3897597707	5458821	69	23	49	26	60	26	0	0	236	8712	37.491688	126.934635	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010005528	2022	fall	8	1	6	0	5	2	80	103	11	2	13	26	885923000	2807422115	885923000	2782965568	4798217	64	21	56	22	55	27	0	0	183	8723	37.492457	126.950056	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000470	2022	fall	8	1	6	1	5	2	196	0	13	1	186	216	6256389000	9671882705	6256389000	9217273903	15085555	75	18	64	16	67	20	0	1	196	8773	37.479815	126.919719	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000448	2022	fall	8	1	6	0	5	2	60	62	8	2	0	0	843914000	2263643122	843914000	2136805652	5886517	62	24	51	28	62	19	0	0	122	8815	37.46913853	126.9436684	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000499	2022	fall	8	1	6	0	5	2	72	91	12	3	27	61	4257647000	14446541095	4257647000	14065690647	28473058	64	20	37	29	58	22	0	1	163	8831	37.476283	126.944206	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000394	2022	fall	8	1	6	0	5	2	75	82	11	1	150	205	5585289000	7784516399	5585289000	7699449339	15186291	59	18	48	23	54	27	0	1	157	8847	37.46447593	126.9259388	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000458	2022	fall	8	1	6	0	5	2	33	143	12	1	471	633	4936176000	7315155050	4936176000	7288116202	13496512	67	17	49	20	52	21	0	1	176	8802	37.477056	126.966983	2	1086.46	5	486787	1.03	1.4	0.9	46.4	19.6
S010000470	2023	spring	9	1	7	1	5	2	204	0	14	1	182	222	5954262000		5954262000			71	15	67	16	65	19	0	1	204	8773	37.479815	126.919719	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000437	2023	spring	9	1	7	2	5	2	0	198	12	3	123	151	6000696000		6000696000			80	12	65	15	74	16	0	1	198	8833	37.473416	126.951081	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000448	2023	spring	9	1	7	0	5	2	44	56	8	5	0	0	822286000		822286000			69	19	60	23	62	24	0	0	100	8815	37.46913853	126.9436684	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000484	2023	spring	9	1	7	0	5	2	52	100	11	5	43	43	785407000		785407000					51	26	59	24	0	0	152	8772	37.4783835	126.9166401	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000499	2023	spring	9	1	7	0	5	2	78	101	13	1	80	99	4678271000		4678271000			68	16	47	21	69	16	0	1	179	8831	37.476283	126.944206	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000406	2023	spring	9	1	7	0	5	2	110	135	13	3	81	83	897952000		897952000			67	19	55	22	59	23	0	0	245	8712	37.491688	126.934635	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000439	2023	spring	9	1	7	2	5	2	0	164	12	3	204	339	4517801000		4517801000			70	15	59	21	67	18	0	1	164	8821	37.466758	126.933272	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000394	2023	spring	9	1	7	0	5	2	91	87	11	3	139	204	5232385000		5232385000			74	15	61	19	66	22	0	1	178	8847	37.46447593	126.9259388	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000403	2023	spring	9	1	7	1	5	2	221	0	12	1	325	325	6690193000		6690193000			74	19	60	18	59	26	0	1	221	8854	37.472357	126.924738	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010005528	2023	spring	9	1	7	0	5	2	81	104	12	1	20	21	877418000		877418000			63	21	60	22	57	27	0	0	185	8723	37.492457	126.950056	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000458	2023	spring	9	1	7	0	5	2	30	149	12	1	388	785	5546218000		5546218000			75	12	55	20	68	18	0	1	179	8802	37.477056	126.966983	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000519	2023	spring	9	1	7	0	5	2	92	64	10	3	11	16	855506000		855506000			56	22	55	22	60	24	0	0	156	8796	37.47230902	126.9704855	1	1038.46	5	487815	1.02	1.4	0.9	45.1	19.9
S010000412	2019	spring	1	0	0	2	6	2	0	226	13	0	703	298	7694772000	9696463070	7694772000	9601709707	13542609	74	16	57	22	60	22	0	1	213	4939	37.56249619	127.0894394	1	977.4	7	354873	1.97	1.7	1.2	52	26.7
S010000374	2019	spring	1	0	0	0	6	2	197	138	15	2	557	210	8510613000	11525639489	8510613000	11467120135	10677021	73	20	63	19	69	21	0	1	314	5029	37.54005814	127.0803375	1	977.4	7	354873	1.97	1.7	1.2	52	26.7
S010000433	2019	spring	1	0	0	2	6	2	0	211	11	1	376	314	7413502000	8653605442	7413502000	8600691760	12817722	67	18	62	22	68	20	0	1	208	5038	37.54320908	127.0870743	1	977.4	7	354873	1.97	1.7	1.2	52	26.7
S010000571	2019	spring	1	0	0	0	6	2	77	172	15	1	3330	713	8852101000	10473096047	8852101000	10264138250	13244049	95	5	89	4	90	7	2	1	235	4939	37.56365204	127.0891266	1	977.4	7	354873	1.97	1.7	1.2	52	26.7
S010000521	2019	spring	1	0	0	0	6	2	128	121	12	3	36	36	2343425000	4065905506	2343425000	3980895470	4773256	70	18	56	19	57	24	0	0	287	5069	37.53575516	127.0729904	1	977.4	7	354873	1.97	1.7	1.2	52	26.7
S010000411	2019	spring	1	0	0	1	6	2	235	0	14	2	641	641	9177096000	11119877735	9177096000	11076066696	13606962	70	18	61	18	64	20	0	1	227	4939	37.5631752	127.0894928	1	977.4	7	354873	1.97	1.7	1.2	52	26.7
S010000391	2019	spring	1	0	0	0	6	2	180	167	13	2	63	59	2608724000	3959689688	2608724000	3929711894	3471477	77	15	70	22	75	20	0	0	347	4973	37.54151154	127.1012116	1	977.4	7	354873	1.97	1.7	1.2	52	26.7
S010000395	2019	spring	1	0	0	0	6	2	80	80	10	4	0	0	1824113000	2547252631	1824113000	2401638392	4447479	55	25	44	24	54	28	0	0	134	5104	37.46462631	126.9258118	1	977.4	7	354873	1.97	1.7	1.2	52	26.7
S010000374	2019	fall	2	0	0	0	6	2	197	138	15	2	557	210	8510613000	11525639489	8510613000	11467120135	10677021	69	24	43	24	58	22	0	1	314	5029	37.54005814	127.0803375	2	1026.18	7	352692	1.98	1.7	1.2	52	26.7
S010000571	2019	fall	2	0	0	0	6	2	77	172	15	1	3330	713	8852101000	10473096047	8852101000	10264138250	13244049	94	6	89	6	88	10	2	1	235	4939	37.56365204	127.0891266	2	1026.18	7	352692	1.98	1.7	1.2	52	26.7
S010000412	2019	fall	2	0	0	2	6	2	0	226	13	0	703	298	7694772000	9696463070	7694772000	9601709707	13542609	77	19	56	24	89	24	0	1	213	4939	37.56249619	127.0894394	2	1026.18	7	352692	1.98	1.7	1.2	52	26.7
S010000395	2019	fall	2	0	0	0	6	2	80	80	10	4	0	0	1824113000	2547252631	1824113000	2401638392	4447479	62	26	49	26	50	28	0	0	134	5104	37.46462631	126.9258118	2	1026.18	7	352692	1.98	1.7	1.2	52	26.7
S010000521	2019	fall	2	0	0	0	6	2	128	121	12	3	36	36	2343425000	4065905506	2343425000	3980895470	4773256	66	19	52	20	56	25	0	0	287	5069	37.53575516	127.0729904	2	1026.18	7	352692	1.98	1.7	1.2	52	26.7
S010000433	2019	fall	2	0	0	2	6	2	0	211	11	1	376	314	7413502000	8653605442	7413502000	8600691760	12817722	69	21	60	20	61	23	0	1	208	5038	37.54320908	127.0870743	2	1026.18	7	352692	1.98	1.7	1.2	52	26.7
S010000411	2019	fall	2	0	0	1	6	2	235	0	14	2	641	641	9177096000	11119877735	9177096000	11076066696	13606962	63	22	59	22	58	19	0	1	227	4939	37.5631752	127.0894928	2	1026.18	7	352692	1.98	1.7	1.2	52	26.7
S010000391	2019	fall	2	0	0	0	6	2	180	167	13	2	63	59	2608724000	3959689688	2608724000	3929711894	3471477	79	15	70	24	70	22	0	0	347	4973	37.54151154	127.1012116	2	1026.18	7	352692	1.98	1.7	1.2	52	26.7
S010000521	2020	spring	3	1	1	0	6	2	158	124	12	2	0	0	1118762000	3685121848	1118762000	3505237518	4228272	66	21	55	25	61	26	0	0	287	5069	37.53575516	127.0729904	1	1160.34	7	350417	2	1.5	1.2	50.8	26.2
S010000374	2020	spring	3	1	1	0	6	2	213	145	14	2	0	0	7851431000	9191260142	7851431000	9026991162	8884834	71	18	56	21	67	18	0	1	314	5029	37.54005814	127.0803375	1	1160.34	7	350417	2	1.5	1.2	50.8	26.2
S010000391	2020	spring	3	1	1	0	6	2	195	183	12	3	0	0	1776528000	4330857274	1776528000	4251849550	3933256	69	18	59	23	56	24	0	0	347	4973	37.54151154	127.1012116	1	1160.34	7	350417	2	1.5	1.2	50.8	26.2
S010000571	2020	spring	3	1	1	0	6	2	74	173	14	0	30	30	8365410000	8514330794	8365410000	8185598754	10841853	93	5	90	5	89	10	2	1	235	4939	37.56365204	127.0891266	1	1160.34	7	350417	2	1.5	1.2	50.8	26.2
S010000433	2020	spring	3	1	1	2	6	2	0	211	10	1	49	46	7443965000	7295497734	7443965000	7105369086	11314282	67	17	54	22	60	21	0	1	208	5038	37.54320908	127.0870743	1	1160.34	7	350417	2	1.5	1.2	50.8	26.2
S010000395	2020	spring	3	1	1	0	6	2	102	78	10	4	0	0	1650404000	3104883088	1650404000	2938649328	5695057	66	22	47	20	53	26	0	0	134	5104	37.46462631	126.9258118	1	1160.34	7	350417	2	1.5	1.2	50.8	26.2
S010000411	2020	spring	3	1	1	1	6	2	276	0	14	1	325	325	8457644000	8336946315	8457644000	8177697344	10606611	66	18	61	16	63	19	0	1	227	4939	37.5631752	127.0894928	1	1160.34	7	350417	2	1.5	1.2	50.8	26.2
S010000412	2020	spring	3	1	1	2	6	2	0	232	13	1	157	157	6926365000	8083347493	6926365000	7855759067	11238568	71	16	62	18	72	21	0	1	213	4939	37.56249619	127.0894394	1	1160.34	7	350417	2	1.5	1.2	50.8	26.2
S010000391	2020	fall	4	1	2	0	6	2	195	183	12	3	0	0	1776528000	4330857274	1776528000	4251849550	3933256	54	24	51	21	49	25	0	0	347	4973	37.54151154	127.1012116	2	1291.22	7	348064	2.01	1.5	1.2	50.8	26.2
S010000411	2020	fall	4	1	2	1	6	2	276	0	14	1	325	325	8457644000	8336946315	8457644000	8177697344	10606611	76	19	59	20	60	21	0	1	227	4939	37.5631752	127.0894928	2	1291.22	7	348064	2.01	1.5	1.2	50.8	26.2
S010000433	2020	fall	4	1	2	2	6	2	0	211	10	1	49	46	7443965000	7295497734	7443965000	7105369086	11314282	67	17	56	22	54	24	0	1	208	5038	37.54320908	127.0870743	2	1291.22	7	348064	2.01	1.5	1.2	50.8	26.2
S010000571	2020	fall	4	1	2	0	6	2	74	173	14	0	30	30	8365410000	8514330794	8365410000	8185598754	10841853	94	6	89	6	88	10	2	1	235	4939	37.56365204	127.0891266	2	1291.22	7	348064	2.01	1.5	1.2	50.8	26.2
S010000412	2020	fall	4	1	2	2	6	2	0	232	13	1	157	157	6926365000	8083347493	6926365000	7855759067	11238568	72	16	84	17	69	21	0	1	213	4939	37.56249619	127.0894394	2	1291.22	7	348064	2.01	1.5	1.2	50.8	26.2
S010000374	2020	fall	4	1	2	0	6	2	213	145	14	2	0	0	7851431000	9191260142	7851431000	9026991162	8884834	72	18	73	20	74	18	0	1	314	5029	37.54005814	127.0803375	2	1291.22	7	348064	2.01	1.5	1.2	50.8	26.2
S010000521	2020	fall	4	1	2	0	6	2	158	124	12	2	0	0	1118762000	3685121848	1118762000	3505237518	4228272	63	23	52	26	55	26	0	0	287	5069	37.53575516	127.0729904	2	1291.22	7	348064	2.01	1.5	1.2	50.8	26.2
S010000395	2020	fall	4	1	2	0	6	2	102	78	10	4	0	0	1650404000	3104883088	1650404000	2938649328	5695057	55	19	49	23	48	24	0	0	134	5104	37.46462631	126.9258118	2	1291.22	7	348064	2.01	1.5	1.2	50.8	26.2
S010000521	2021	spring	5	1	3	0	6	2	159	128	13	2	9	9	972888000	3183292307	972888000	2823917865	3345874	61	24	53	23	56	22	0	0	287	5069	37.53575516	127.0729904	1	1384.59	7	343392	2.04	1.5	1.3	49.6	26.1
S010000412	2021	spring	5	1	3	2	6	2	0	232	12	0	114	156	5744546000	8313054906	5744546000	8152603471	12149931	82	18	69	17	71	14	0	1	232	4939	37.56249619	127.0894394	1	1384.59	7	343392	2.04	1.5	1.3	49.6	26.1
S010000433	2021	spring	5	1	3	2	6	2	0	208	10	2	74	101	6894853000	8039588124	6894853000	7447780387	12517278	57	19	50	20	66	21	0	1	208	5038	37.54320908	127.0870743	1	1384.59	7	343392	2.04	1.5	1.3	49.6	26.1
S010000391	2021	spring	5	1	3	0	6	2	182	178	12	1	11	11	1181426000	3897368566	1181426000	3737105630	3434840	80	15	55	20	71	25	0	0	360	4973	37.54151154	127.1012116	1	1384.59	7	343392	2.04	1.5	1.3	49.6	26.1
S010000571	2021	spring	5	1	3	0	6	2	98	158	14	2	671	1618	7601960000	8833942399	7601960000	8713556056	11571788	93	5	90	5	89	10	2	1	256	4939	37.56365204	127.0891266	1	1384.59	7	343392	2.04	1.5	1.3	49.6	26.1
S010000395	2021	spring	5	1	3	0	6	2	79	84	10	1	0	0	825471000	2539789396	825471000	2437487404	4865245	76	17	59	26	62	28	0	0	163	5104	37.46462631	126.9258118	1	1384.59	7	343392	2.04	1.5	1.3	49.6	26.1
S010000374	2021	spring	5	1	3	0	6	2	196	138	14	1	143	159	7493106000	11016140997	7493106000	10055404184	10045359	55	21	54	24	67	16	0	1	334	5029	37.54005814	127.0803375	1	1384.59	7	343392	2.04	1.5	1.3	49.6	26.1
S010000411	2021	spring	5	1	3	1	6	2	254	0	14	1	383	383	8140080000	9390518186	8140080000	9116607841	11979774	68	16	59	7	60	7	0	1	254	4939	37.5631752	127.0894928	1	1384.59	7	343392	2.04	1.5	1.3	49.6	26.1
S010000374	2021	fall	6	1	4	0	6	2	196	138	14	1	143	159	7493106000	11016140997	7493106000	10055404184	10045359	70	25	48	18	63	19	0	1	334	5029	37.54006	127.08034	2	1490	7	341112	2.05	1.5	1.3	49.6	26.1
S010000395	2021	fall	6	1	4	0	6	2	79	84	10	1	0	0	825471000	2539789396	825471000	2437487404	4865245	62	22	46	24	49	28	0	0	163	5104	37.4646279	126.9258115	2	1490	7	341112	2.05	1.5	1.3	49.6	26.1
S010000433	2021	fall	6	1	4	2	6	2	0	208	10	2	74	101	6894853000	8039588124	6894853000	7447780387	12517278	60	15	56	24	56	24	0	1	208	5038	37.54321	127.087073	2	1490	7	341112	2.05	1.5	1.3	49.6	26.1
S010000412	2021	fall	6	1	4	2	6	2	0	232	12	0	114	156	5744546000	8313054906	5744546000	8152603471	12149931	70	15	59	19	61	26	0	1	232	4939	37.5624945	127.089438	2	1490	7	341112	2.05	1.5	1.3	49.6	26.1
S010000521	2021	fall	6	1	4	0	6	2	159	128	13	2	9	9	972888000	3183292307	972888000	2823917865	3345874	57	25	51	24	51	24	0	0	287	5069	37.5357534	127.0729905	2	1490	7	341112	2.05	1.5	1.3	49.6	26.1
S010000391	2021	fall	6	1	4	0	6	2	182	178	12	1	11	11	1181426000	3897368566	1181426000	3737105630	3434840	56	24	55	20	45	29	0	0	360	4973	37.54151337	127.1012125	2	1490	7	341112	2.05	1.5	1.3	49.6	26.1
S010000571	2021	fall	6	1	4	0	6	2	98	158	14	2	671	1618	7601960000	8833942399	7601960000	8713556056	11571788	92	7	89	7	88	13	2	1	256	4939	37.563653	127.089124	2	1490	7	341112	2.05	1.5	1.3	49.6	26.1
S010000411	2021	fall	6	1	4	1	6	2	254	0	14	1	383	383	8140080000	9390518186	8140080000	9116607841	11979774	62	22	62	20	60	21	0	1	254	4939	37.563177	127.089494	2	1490	7	341112	2.05	1.5	1.3	49.6	26.1
S010000395	2022	spring	7	1	5	0	6	2	72	62	11	1	0	0	893106000	2912281255	893106000	2855319392	5948582	67	22	54	20	52	27	0	0	134	5104	37.4646279	126.9258115	1	1531.83	7	340707	2.05	1.4	1.3	48.7	25
S010000374	2022	spring	7	1	5	0	6	2	192	122	14	3	129	137	7543747000	11819231474	7543747000	11545606684	11951974	72	19	63	18	71	17	0	1	314	5029	37.54006	127.08034	1	1531.83	7	340707	2.05	1.4	1.3	48.7	25
S010000433	2022	spring	7	1	5	2	6	2	0	178	10	3	250	250	6092575000	9753433370	6092575000	9512545127	15697269	73	15	57	23	61	21	0	1	178	5038	37.54321	127.087073	1	1531.83	7	340707	2.05	1.4	1.3	48.7	25
S010000391	2022	spring	7	1	5	0	6	2	187	160	12	3	0	0	1161333000	3778707167	1161333000	3676290193	3438999	75	21	67	15	60	26	0	0	347	4973	37.54151337	127.1012125	1	1531.83	7	340707	2.05	1.4	1.3	48.7	25
S010000412	2022	spring	7	1	5	2	6	2	0	213	13	2	191	253	5598443000	8240295106	5598443000	8163055338	11986865	74	15	66	17	66	18	0	1	213	4939	37.5624945	127.089438	1	1531.83	7	340707	2.05	1.4	1.3	48.7	25
S010000411	2022	spring	7	1	5	1	6	2	227	0	13	1	189	189	7210388000	10002999998	7210388000	9797643905	13551375	70	22	67	18	62	21	0	1	227	4939	37.563177	127.089494	1	1531.83	7	340707	2.05	1.4	1.3	48.7	25
S010000521	2022	spring	7	1	5	0	6	2	142	119	13	2	22	22	1043208000	3606455892	1043208000	3284955814	3855582	60	22	61	19	63	19	0	0	261	5069	37.5357534	127.0729905	1	1531.83	7	340707	2.05	1.4	1.3	48.7	25
S010000571	2022	spring	7	1	5	0	6	2	56	179	14	0	721	1357	8286146000	9511299971	8286146000	9451169460	12551354	92	5	90	6	88	8	2	1	235	4939	37.563653	127.089124	1	1531.83	7	340707	2.05	1.4	1.3	48.7	25
S010000412	2022	fall	8	1	6	2	6	2	0	213	13	2	191	253	5598443000	8240295106	5598443000	8163055338	11986865	72	16	67	18	68	18	0	1	213	4939	37.5624945	127.089438	2	1553.95	7	338257	2.07	1.4	1.3	48.7	25
S010000395	2022	fall	8	1	6	0	6	2	72	62	11	1	0	0	893106000	2912281255	893106000	2855319392	5948582	62	23	55	22	47	26	0	0	134	5104	37.4646279	126.9258115	2	1553.95	7	338257	2.07	1.4	1.3	48.7	25
S010000411	2022	fall	8	1	6	1	6	2	227	0	13	1	189	189	7210388000	10002999998	7210388000	9797643905	13551375	59	26	65	20	64	21	0	1	227	4939	37.563177	127.089494	2	1553.95	7	338257	2.07	1.4	1.3	48.7	25
S010000391	2022	fall	8	1	6	0	6	2	187	160	12	3	0	0	1161333000	3778707167	1161333000	3676290193	3438999	64	22	66	16	55	29	0	0	347	4973	37.54151337	127.1012125	2	1553.95	7	338257	2.07	1.4	1.3	48.7	25
S010000521	2022	fall	8	1	6	0	6	2	142	119	13	2	22	22	1043208000	3606455892	1043208000	3284955814	3855582	65	26	61	21	58	20	0	0	261	5069	37.5357534	127.0729905	2	1553.95	7	338257	2.07	1.4	1.3	48.7	25
S010000571	2022	fall	8	1	6	0	6	2	56	179	14	0	721	1357	8286146000	9511299971	8286146000	9451169460	12551354	90	7	89	7	86	11	2	1	235	4939	37.563653	127.089124	2	1553.95	7	338257	2.07	1.4	1.3	48.7	25
S010000374	2022	fall	8	1	6	0	6	2	192	122	14	3	129	137	7543747000	11819231474	7543747000	11545606684	11951974	70	21	59	20	65	23	0	1	314	5029	37.54006	127.08034	2	1553.95	7	338257	2.07	1.4	1.3	48.7	25
S010000433	2022	fall	8	1	6	2	6	2	0	178	10	3	250	250	6092575000	9753433370	6092575000	9512545127	15697269	68	14	55	24	61	23	0	1	178	5038	37.54321	127.087073	2	1553.95	7	338257	2.07	1.4	1.3	48.7	25
S010000374	2023	spring	9	1	7	0	6	2	196	134	13	1	162	221	7897585000		7897585000			69	17	60	19	66	19	0	1	330	5029	37.54006	127.08034	1	1529.9	7	336801	2.08	1.4	1.4	49.6	26.1
S010000521	2023	spring	9	1	7	0	6	2	169	132	13	1	43	43	1092734000		1092734000			69	24	60	18	61	18	0	0	301	5069	37.5357534	127.0729905	1	1529.9	7	336801	2.08	1.4	1.4	49.6	26.1
S010000391	2023	spring	9	1	7	0	6	2	174	170	12	1	67	67	1226032000		1226032000			70	21	66	16	64	25	0	0	344	4973	37.54151337	127.1012125	1	1529.9	7	336801	2.08	1.4	1.4	49.6	26.1
S010000395	2023	spring	9	1	7	0	6	2	80	99	11	1	19	19	838873000		838873000			74	20	63	20	59	26	0	0	179	5104	37.4646279	126.9258115	1	1529.9	7	336801	2.08	1.4	1.4	49.6	26.1
S010000412	2023	spring	9	1	7	2	6	2	0	221	12	1	224	288	6075007000		6075007000			63	15	70	15	66	17	0	1	221	4939	37.5624945	127.089438	1	1529.9	7	336801	2.08	1.4	1.4	49.6	26.1
S010000433	2023	spring	9	1	7	2	6	2	0	226	11	2	140	140	6415223000		6415223000									0	1	226	5038	37.54321	127.087073	1	1529.9	7	336801	2.08	1.4	1.4	49.6	26.1
S010000571	2023	spring	9	1	7	0	6	2	68	181	12	1	665	1119	8590374000		8590374000			93	6	89	7	91	9	2	1	249	4939	37.563653	127.089124	1	1529.9	7	336801	2.08	1.4	1.4	49.6	26.1
S010000411	2023	spring	9	1	7	1	6	2	242	0	13	3	189	216	7499603000		7499603000			65	18	67	17	68	20	0	1	242	4939	37.563177	127.089494	1	1529.9	7	336801	2.08	1.4	1.4	49.6	26.1
S010000388	2019	spring	1	0	0	0	7	2	128	122	14	0	54	51	1685901000	3247060355	1685901000	3186363197	3909648	61	23	53	24	62	19	0	0	222	8239	37.50804901	126.8498688	1	657.91	12	404726	2.96	1.8	1	46	21.8
S010005500	2019	spring	1	0	0	0	7	2	135	28	6	0	485	292	3086258000	5626580085	3086258000	5288850149	11938714	75	9	61	16	71	17	2	0	159	8258	37.49715424	126.8275833	1	657.91	12	404726	2.96	1.8	1	46	21.8
S010000383	2019	spring	1	0	0	0	7	2	178	182	15	2	198	167	2318861000	4534814818	2318861000	4497543260	3830957	66	21	57	25	55	24	0	0	359	8275	37.49599457	126.8654327	1	657.91	12	404726	2.96	1.8	1	46	21.8
S010000398	2019	spring	1	0	0	0	7	2	142	133	13	2	105	105	1788184000	3706805098	1788184000	3654819360	4134411	65	21	58	20	51	25	0	0	294	8299	37.49884033	126.8903122	1	657.91	12	404726	2.96	1.8	1	46	21.8
S010005501	2019	spring	1	0	0	0	7	2	97	127	14	1	123	110	1532629000	3165309610	1532629000	3114215742	4225530	77	19	49	23	77	17	0	0	225	8217	37.50228119	126.8744202	1	657.91	12	404726	2.96	1.8	1	46	21.8
S010000508	2019	spring	1	0	0	2	7	2	0	129	9	3	226	171	5551735000	7992214800	5551735000	7861090080	19701980	77	15	64	19	66	21	0	1	128	8248	37.50020218	126.8282394	1	657.91	12	404726	2.96	1.8	1	46	21.8
S010005521	2019	spring	1	0	0	0	7	2	107	103	14	3	167	147	1572708000	2899028662	1572708000	2819924586	4140859	76	16	42	24	65	25	0	0	181	8200	37.51376724	126.8822632	1	657.91	12	404726	2.96	1.8	1	46	21.8
S010000513	2019	spring	1	0	0	1	7	2	237	0	13	1	306	229	6802548000	9733504947	6802548000	9581261380	12982739	65	19	44	23	59	22	0	1	235	8258	37.49532318	126.8267059	1	657.91	12	404726	2.96	1.8	1	46	21.8
S010000399	2019	spring	1	0	0	0	7	2	114	128	14	2	84	84	877007000	3600673045	877007000	3131014830	3933436	65	23	55	28	65	26	0	0	230	8324	37.49441147	126.8739395	1	657.91	12	404726	2.96	1.8	1	46	21.8
S010005500	2019	fall	2	0	0	0	7	2	135	28	6	0	485	292	3086258000	5626580085	3086258000	5288850149	11938714	79	10	68	17	52	17	2	0	159	8258	37.49715424	126.8275833	2	673.46	12	406748	2.95	1.8	1	46	21.8
S010005501	2019	fall	2	0	0	0	7	2	97	127	14	1	123	110	1532629000	3165309610	1532629000	3114215742	4225530	71	20	46	23	69	19	0	0	225	8217	37.50228119	126.8744202	2	673.46	12	406748	2.95	1.8	1	46	21.8
S010005521	2019	fall	2	0	0	0	7	2	107	103	14	3	167	147	1572708000	2899028662	1572708000	2819924586	4140859	71	22	39	27	56	25	0	0	181	8200	37.51376724	126.8822632	2	673.46	12	406748	2.95	1.8	1	46	21.8
S010000383	2019	fall	2	0	0	0	7	2	178	182	15	2	198	167	2318861000	4534814818	2318861000	4497543260	3830957	68	20	51	24	43	26	0	0	359	8275	37.49599457	126.8654327	2	673.46	12	406748	2.95	1.8	1	46	21.8
S010000388	2019	fall	2	0	0	0	7	2	128	122	14	0	54	51	1685901000	3247060355	1685901000	3186363197	3909648	51	24	48	25	50	28	0	0	222	8239	37.50804901	126.8498688	2	673.46	12	406748	2.95	1.8	1	46	21.8
S010000513	2019	fall	2	0	0	1	7	2	237	0	13	1	306	229	6802548000	9733504947	6802548000	9581261380	12982739	59	20	46	26	53	26	0	1	235	8258	37.49532318	126.8267059	2	673.46	12	406748	2.95	1.8	1	46	21.8
S010000399	2019	fall	2	0	0	0	7	2	114	128	14	2	84	84	877007000	3600673045	877007000	3131014830	3933436	51	23	52	27	61	24	0	0	230	8324	37.49441147	126.8739395	2	673.46	12	406748	2.95	1.8	1	46	21.8
S010000398	2019	fall	2	0	0	0	7	2	142	133	13	2	105	105	1788184000	3706805098	1788184000	3654819360	4134411	59	21	57	24	49	26	0	0	294	8299	37.49884033	126.8903122	2	673.46	12	406748	2.95	1.8	1	46	21.8
S010000508	2019	fall	2	0	0	2	7	2	0	129	9	3	226	171	5551735000	7992214800	5551735000	7861090080	19701980	75	15	64	22	64	21	0	1	128	8248	37.50020218	126.8282394	2	673.46	12	406748	2.95	1.8	1	46	21.8
S010005521	2020	spring	3	1	1	0	7	2	99	95	11	2	14	14	798476000	2686853401	798476000	2614774086	4365232	70	20	56	26	55	26	0	0	181	8200	37.51376724	126.8822632	1	744.11	12	405837	2.96	1.8	1	47.2	22.2
